01012100;;0;--Reprodutores de raça pura;4.20;4.80;17.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01012900;;0;--Outros;4.20;6.31;17.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01013000;;0;-Asininos;4.20;7.77;17.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01019000;;0;-Outros;4.20;7.77;17.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01022110;;0;Prenhes ou com cria ao pé;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01022190;;0;Outros;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01022911;;0;Prenhes ou com cria ao pé;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01022919;;0;Outros;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01022990;;0;Outros;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01023110;;0;Prenhes ou com cria ao pé;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01023190;;0;Outros;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01023911;;0;Prenhes ou com cria ao pé;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01023919;;0;Outros;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01023990;;0;Outros;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01029000;;0;-Outros;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01031000;;0;-Reprodutores de raça pura;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01039100;;0;--De peso inferior a 50 kg;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01039200;;0;--De peso igual ou superior a 50 kg;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01041011;;0;Prenhes ou com cria ao pé;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01041019;;0;Outros;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01041090;;0;Outros;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01042010;;0;Reprodutores de raça pura;4.20;4.80;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01042090;;0;Outros;4.20;6.31;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01051110;;0;De linhas puras ou híbridas, para reprodução;4.20;4.80;4.80;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01051190;;0;Outros;4.20;6.31;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01051200;;0;--Peruas e perus;4.20;6.31;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01051300;;0;--Patos;4.20;6.31;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01051400;;0;--Gansos;4.20;6.31;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01051500;;0;--Galinhas-d angola  pintadas ;4.20;6.31;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01059400;;0;--Galos e galinhas;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01059900;;0;--Outros;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01061100;;0;--Primatas;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01061200;;0;--Baleias, golfinhos e botos  mamíferos da ordem dos cetáceos , peixes-boi  manatins  e dugongos  mamíferos da ordem dos sirênios , otárias e focas, leões-marinhos e morsas  mamíferos da subordem dos pinípedes ;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01061300;;0;--Camelos e outros camelídeos  Camelidae ;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01061400;;0;--Coelhos e lebres;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01061900;;0;--Outros;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01062000;;0;-Répteis  incluindo as serpentes e as tartarugas marinhas ;4.20;7.77;0.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01063100;;0;--Aves de rapina;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01063200;;0;--Psitaciformes  incluindo os papagaios, os periquitos, as araras e as cacatuas ;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01063310;;0;Avestruzes  Struthio camelus , para reprodução;4.20;4.80;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01063390;;0;Outros;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01063900;;0;--Outras;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01064100;;0;--Abelhas;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01064900;;0;--Outros;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
01069000;;0;-Outros;4.20;7.77;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02011000;;0;-Carcaças e meias-carcaças;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02012010;;0;Quartos dianteiros;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02012020;;0;Quartos traseiros;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02012090;;0;Outras;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02013000;;0;-Desossadas;4.20;13.07;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02021000;;0;-Carcaças e meias-carcaças;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02022010;;0;Quartos dianteiros;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02022020;;0;Quartos traseiros;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02022090;;0;Outras;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02023000;;0;-Desossadas;4.20;13.07;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02031100;;0;--Carcaças e meias-carcaças;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02031200;;0;--Pernas, pás e respectivos pedaços, não desossados;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02031900;;0;--Outras;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02032100;;0;--Carcaças e meias-carcaças;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02032200;;0;--Pernas, pás e respectivos pedaços, não desossados;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02032900;;0;--Outras;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02041000;;0;-Carcaças e meias-carcaças de cordeiro, frescas ou refrigeradas;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02042100;;0;--Carcaças e meias-carcaças;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02042200;;0;--Outras peças não desossadas;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
02042300;;0;--Desossadas;4.20;11.82;7.00;0.00;01/01/2015;30/06/2015;9oi3aC;15.1.C;IBPT
