01012100,,0,32.09,32.69,
01012900,,0,32.09,34.69,
01013000,,0,32.09,36.69,
01019000,,0,32.09,36.69,
01022110,,0,21.49,22.09,
01022190,,0,21.49,22.09,
01022911,,0,21.49,24.09,
01022919,,0,21.49,24.09,
01022990,,0,21.49,24.09,
01023110,,0,21.49,22.09,
01023190,,0,21.49,22.09,
01023911,,0,21.49,24.09,
01023919,,0,21.49,24.09,
01023990,,0,21.49,24.09,
01029000,,0,21.49,22.09,
01031000,,0,32.09,32.69,
01039100,,0,32.09,34.69,
01039200,,0,32.09,34.69,
01041011,,0,21.49,22.09,
01041019,,0,21.49,22.09,
01041090,,0,21.49,24.09,
01042010,,0,21.49,22.09,
01042090,,0,21.49,24.09,
01051110,,0,21.49,22.09,
01051190,,0,21.49,24.09,
01051200,,0,32.09,34.69,
01051300,,0,32.09,34.69,
01051400,,0,32.09,34.69,
01051500,,0,32.09,34.69,
01059400,,0,32.09,36.69,
01059900,,0,32.09,36.69,
01061100,,0,32.09,36.69,
01061200,,0,32.09,36.69,
01061300,,0,32.09,36.69,
01061400,,0,32.09,36.69,
01061900,,0,32.09,36.69,
01062000,,0,32.09,36.69,
01063100,,0,32.09,36.69,
01063200,,0,32.09,36.69,
01063310,,0,32.09,32.69,
01063390,,0,32.09,36.69,
01063900,,0,32.09,36.69,
01064100,,0,32.09,36.69,
01064900,,0,32.09,36.69,
01069000,,0,32.09,36.69,
02011000,,0,15.73,26.33,
02012010,,0,15.73,26.33,
02012020,,0,15.73,26.33,
02012090,,0,15.73,26.33,
02013000,,0,15.73,28.33,
02021000,,0,15.73,26.33,
02022010,,0,15.73,26.33,
02022020,,0,15.73,26.33,
02022090,,0,15.73,26.33,
02023000,,0,15.73,28.33,
02031100,,0,15.73,26.33,
02031200,,0,15.73,26.33,
02031900,,0,15.73,26.33,
02032100,,0,15.73,26.33,
02032200,,0,15.73,26.33,
02032900,,0,15.73,26.33,
02041000,,0,15.73,26.33,
02042100,,0,15.73,26.33,
02042200,,0,15.73,26.33,
02042300,,0,15.73,26.33,
02043000,,0,15.73,26.33,
02044100,,0,15.73,26.33,
02044200,,0,15.73,26.33,
02044300,,0,15.73,26.33,
02045000,,0,15.73,26.33,
02050000,,0,26.33,36.93,
02061000,,0,15.73,26.33,
02062100,,0,15.73,26.33,
02062200,,0,15.73,26.33,
02062910,,0,15.73,26.33,
02062990,,0,15.73,26.33,
02063000,,0,15.73,26.33,
02064100,,0,15.73,26.33,
02064900,,0,15.73,26.33,
02068000,,0,15.73,26.33,
02069000,,0,26.33,36.93,
02071100,,0,15.73,26.33,
02071200,,0,15.73,26.33,
02071300,,0,15.73,26.33,
02071400,,0,15.73,26.33,
02072400,,0,15.73,26.33,
02072500,,0,15.73,26.33,
02072600,,0,15.73,26.33,
02072700,,0,15.73,26.33,
02074100,,0,15.73,26.33,
02074200,,0,15.73,26.33,
02074300,,0,15.73,26.33,
02074400,,0,15.73,26.33,
02074500,,0,15.73,26.33,
02075100,,0,15.73,26.33,
02075200,,0,15.73,26.33,
02075300,,0,15.73,26.33,
02075400,,0,15.73,26.33,
02075500,,0,15.73,26.33,
02076000,,0,15.73,26.33,
02081000,,0,26.33,36.93,
02083000,,0,26.33,36.93,
02084000,,0,26.33,36.93,
02085000,,0,26.33,36.93,
02086000,,0,26.33,36.93,
02089000,,0,26.33,36.93,
02091011,,0,15.73,22.33,
02091019,,0,15.73,22.33,
02091021,,0,15.73,22.33,
02091029,,0,15.73,22.33,
02099000,,0,15.73,22.33,
02101100,,0,15.73,26.33,
02101200,,0,15.73,26.33,
02101900,,0,15.73,26.33,
02102000,,0,15.73,26.33,
02109100,,0,26.33,36.93,
02109100,01,0,26.33,36.93,
02109200,,0,26.33,36.93,
02109200,01,0,26.33,36.93,
02109300,,0,26.33,36.93,
02109300,01,0,26.33,36.93,
02109900,,0,15.73,26.33,
02109900,01,0,15.73,26.33,
02109900,02,0,15.73,26.33,
03011110,,0,32.09,42.69,
03011190,,0,32.09,42.69,
03011900,,0,32.09,42.69,
03019110,,0,32.09,32.69,
03019190,,0,32.09,42.69,
03019210,,0,32.09,32.69,
03019290,,0,32.09,42.69,
03019310,,0,32.09,32.69,
03019390,,0,32.09,42.69,
03019410,,0,32.09,32.69,
03019490,,0,32.09,42.69,
03019510,,0,32.09,32.69,
03019590,,0,32.09,42.69,
03019911,,0,32.09,32.69,
03019912,,0,32.09,32.69,
03019919,,0,32.09,32.69,
03019991,,0,32.09,42.69,
03019992,,0,32.09,42.69,
03019999,,0,32.09,42.69,
03021100,,0,32.09,42.69,
03021300,,0,32.09,42.69,
03021400,,0,32.09,42.69,
03021900,,0,32.09,42.69,
03022100,,0,32.09,42.69,
03022200,,0,32.09,42.69,
03022300,,0,32.09,42.69,
03022400,,0,32.09,42.69,
03022900,,0,32.09,42.69,
03023100,,0,32.09,42.69,
03023200,,0,32.09,42.69,
03023300,,0,32.09,42.69,
03023400,,0,32.09,42.69,
03023500,,0,32.09,42.69,
03023600,,0,32.09,42.69,
03023900,,0,32.09,42.69,
03024100,,0,32.09,42.69,
03024210,,0,32.09,42.69,
03024290,,0,32.09,42.69,
03024300,,0,32.09,42.69,
03024400,,0,32.09,42.69,
03024500,,0,32.09,42.69,
03024600,,0,32.09,42.69,
03024700,,0,32.09,42.69,
03025100,,0,32.09,32.69,
03025200,,0,32.09,42.69,
03025300,,0,32.09,42.69,
03025400,,0,32.09,42.69,
03025500,,0,32.09,42.69,
03025600,,0,32.09,42.69,
03025900,,0,32.09,42.69,
03027100,,0,32.09,42.69,
03027210,,0,32.09,42.69,
03027290,,0,32.09,42.69,
03027300,,0,32.09,42.69,
03027400,,0,32.09,42.69,
03027900,,0,32.09,42.69,
03028100,,0,32.09,42.69,
03028200,,0,32.09,42.69,
03028310,,0,32.09,42.69,
03028320,,0,32.09,42.69,
03028400,,0,32.09,42.69,
03028500,,0,32.09,42.69,
03028911,,0,32.09,42.69,
03028912,,0,32.09,42.69,
03028921,,0,32.09,42.69,
03028922,,0,32.09,42.69,
03028923,,0,32.09,42.69,
03028924,,0,32.09,42.69,
03028931,,0,32.09,42.69,
03028932,,0,32.09,42.69,
03028933,,0,32.09,42.69,
03028934,,0,32.09,42.69,
03028935,,0,32.09,42.69,
03028936,,0,32.09,42.69,
03028937,,0,32.09,42.69,
03028938,,0,32.09,42.69,
03028941,,0,32.09,42.69,
03028942,,0,32.09,42.69,
03028943,,0,32.09,42.69,
03028944,,0,32.09,42.69,
03028945,,0,32.09,42.69,
03028990,,0,32.09,42.69,
03029000,,0,32.09,42.69,
03031100,,0,32.09,42.69,
03031200,,0,32.09,42.69,
03031300,,0,32.09,42.69,
03031400,,0,32.09,42.69,
03031900,,0,32.09,42.69,
03032300,,0,32.09,42.69,
03032410,,0,32.09,42.69,
03032490,,0,32.09,42.69,
03032500,,0,32.09,42.69,
03032600,,0,32.09,42.69,
03032900,,0,32.09,42.69,
03033100,,0,32.09,42.69,
03033200,,0,32.09,42.69,
03033300,,0,32.09,42.69,
03033400,,0,32.09,42.69,
03033900,,0,32.09,42.69,
03034100,,0,32.09,42.69,
03034200,,0,32.09,42.69,
03034300,,0,32.09,42.69,
03034400,,0,32.09,42.69,
03034500,,0,32.09,42.69,
03034600,,0,32.09,42.69,
03034900,,0,32.09,42.69,
03035100,,0,32.09,42.69,
03035300,,0,32.09,42.69,
03035400,,0,32.09,42.69,
03035500,,0,32.09,42.69,
03035600,,0,32.09,42.69,
03035700,,0,32.09,42.69,
03036300,,0,32.09,32.69,
03036400,,0,32.09,42.69,
03036500,,0,32.09,42.69,
03036600,,0,32.09,42.69,
03036700,,0,32.09,42.69,
03036800,,0,32.09,42.69,
03036910,,0,32.09,42.69,
03036990,,0,32.09,42.69,
03038111,,0,32.09,42.69,
03038112,,0,32.09,42.69,
03038113,,0,32.09,42.69,
03038114,,0,32.09,42.69,
03038119,,0,32.09,42.69,
03038190,,0,32.09,42.69,
03038200,,0,32.09,42.69,
03038311,,0,32.09,42.69,
03038312,,0,32.09,42.69,
03038319,,0,32.09,42.69,
03038321,,0,32.09,42.69,
03038322,,0,32.09,42.69,
03038329,,0,32.09,42.69,
03038400,,0,32.09,42.69,
03038910,,0,32.09,42.69,
03038920,,0,32.09,42.69,
03038931,,0,32.09,42.69,
03038932,,0,32.09,42.69,
03038933,,0,32.09,42.69,
03038941,,0,32.09,42.69,
03038942,,0,32.09,42.69,
03038943,,0,32.09,42.69,
03038944,,0,32.09,42.69,
03038945,,0,32.09,42.69,
03038946,,0,32.09,42.69,
03038951,,0,32.09,42.69,
03038952,,0,32.09,42.69,
03038953,,0,32.09,42.69,
03038954,,0,32.09,42.69,
03038955,,0,32.09,42.69,
03038956,,0,32.09,42.69,
03038957,,0,32.09,42.69,
03038961,,0,32.09,42.69,
03038962,,0,32.09,42.69,
03038963,,0,32.09,42.69,
03038964,,0,32.09,42.69,
03038965,,0,32.09,42.69,
03038990,,0,32.09,42.69,
