"UF","NomeUF","Município","NomeMunic"
"11","Rondônia","1100148","Nova Brasilândia D'Oeste"
"11","Rondônia","1100320","São Miguel do Guaporé"
"11","Rondônia","1100346","Alvorada D'Oeste"
"11","Rondônia","1101500","Seringueiras"
"11","Rondônia","1100015","Alta Floresta D'Oeste"
"11","Rondônia","1100049","Cacoal"
"11","Rondônia","1100098","Espigão D'Oeste"
"11","Rondônia","1100288","Rolim de Moura"
"11","Rondônia","1100296","Santa Luzia D'Oeste"
"11","Rondônia","1100379","Alto Alegre dos Parecis"
"11","Rondônia","1100502","Novo Horizonte do Oeste"
"11","Rondônia","1100908","Castanheiras"
"11","Rondônia","1101203","Ministro Andreazza"
"11","Rondônia","1100189","Pimenta Bueno"
"11","Rondônia","1100304","Vilhena"
"11","Rondônia","1100924","Chupinguaia"
"11","Rondônia","1101450","Parecis"
"11","Rondônia","1101476","Primavera de Rondônia"
"11","Rondônia","1101484","São Felipe D'Oeste"
"11","Rondônia","1100031","Cabixi"
"11","Rondônia","1100056","Cerejeiras"
"11","Rondônia","1100064","Colorado do Oeste"
"11","Rondônia","1100072","Corumbiara"
"11","Rondônia","1101468","Pimenteiras do Oeste"
"12","Acre","1200203","Cruzeiro do Sul"
"12","Acre","1200336","Mâncio Lima"
"12","Acre","1200351","Marechal Thaumaturgo"
"12","Acre","1200393","Porto Walter"
"12","Acre","1200427","Rodrigues Alves"
"12","Acre","1200302","Feijó"
"12","Acre","1200328","Jordão"
"12","Acre","1200609","Tarauacá"
"12","Acre","1200344","Manoel Urbano"
"12","Acre","1200435","Santa Rosa do Purus"
"12","Acre","1200500","Sena Madureira"
"12","Acre","1200013","Acrelândia"
"12","Acre","1200138","Bujari"
"12","Acre","1200179","Capixaba"
"12","Acre","1200385","Plácido de Castro"
"12","Acre","1200401","Rio Branco"
"12","Acre","1200450","Senador Guiomard"
"12","Acre","1200807","Porto Acre"
"12","Acre","1200054","Assis Brasil"
"12","Acre","1200104","Brasiléia"
"12","Acre","1200252","Epitaciolândia"
"12","Acre","1200708","Xapuri"
"13","Amazonas","1300409","Barcelos"
"13","Amazonas","1303205","Novo Airão"
"11","Rondônia","1100205","Porto Velho"
"11","Rondônia","1100338","Nova Mamoré"
"11","Rondônia","1100452","Buritis"
"11","Rondônia","1100700","Campo Novo de Rondônia"
"11","Rondônia","1100809","Candeias do Jamari"
"11","Rondônia","1100940","Cujubim"
"11","Rondônia","1101104","Itapuã do Oeste"
"11","Rondônia","1100080","Costa Marques"
"11","Rondônia","1100106","Guajará-Mirim"
"11","Rondônia","1101492","São Francisco do Guaporé"
"11","Rondônia","1100023","Ariquemes"
"11","Rondônia","1100130","Machadinho D'Oeste"
"11","Rondônia","1100262","Rio Crespo"
"11","Rondônia","1100403","Alto Paraíso"
"11","Rondônia","1100601","Cacaulândia"
"11","Rondônia","1101401","Monte Negro"
"11","Rondônia","1101757","Vale do Anari"
"11","Rondônia","1100114","Jaru"
"11","Rondônia","1100122","Ji-Paraná"
"11","Rondônia","1100155","Ouro Preto do Oeste"
"11","Rondônia","1100254","Presidente Médici"
"11","Rondônia","1101005","Governador Jorge Teixeira"
"11","Rondônia","1101302","Mirante da Serra"
"11","Rondônia","1101435","Nova União"
"11","Rondônia","1101559","Teixeirópolis"
"11","Rondônia","1101609","Theobroma"
"11","Rondônia","1101708","Urupá"
"11","Rondônia","1101807","Vale do Paraíso"
"13","Amazonas","1303601","Santa Isabel do Rio Negro"
"13","Amazonas","1303809","São Gabriel da Cachoeira"
"13","Amazonas","1302108","Japurá"
"13","Amazonas","1302801","Maraã"
"13","Amazonas","1300060","Amaturá"
"13","Amazonas","1300201","Atalaia do Norte"
"13","Amazonas","1300607","Benjamin Constant"
"13","Amazonas","1301605","Fonte Boa"
"13","Amazonas","1302306","Jutaí"
"13","Amazonas","1303700","Santo Antônio do Içá"
"13","Amazonas","1303908","São Paulo de Olivença"
"13","Amazonas","1304062","Tabatinga"
"13","Amazonas","1304237","Tonantins"
"13","Amazonas","1301001","Carauari"
"13","Amazonas","1301407","Eirunepé"
"13","Amazonas","1301506","Envira"
"13","Amazonas","1301654","Guajará"
"13","Amazonas","1301803","Ipixuna"
"13","Amazonas","1301951","Itamarati"
"13","Amazonas","1302207","Juruá"
"13","Amazonas","1300029","Alvarães"
"13","Amazonas","1304203","Tefé"
"13","Amazonas","1304260","Uarini"
"13","Amazonas","1300086","Anamã"
"13","Amazonas","1300102","Anori"
"13","Amazonas","1300631","Beruri"
"13","Amazonas","1300839","Caapiranga"
"13","Amazonas","1301209","Coari"
"13","Amazonas","1301308","Codajás"
"13","Amazonas","1300300","Autazes"
"13","Amazonas","1301100","Careiro"
"13","Amazonas","1301159","Careiro da Várzea"
"13","Amazonas","1301852","Iranduba"
"13","Amazonas","1302504","Manacapuru"
"13","Amazonas","1302553","Manaquiri"
"13","Amazonas","1302603","Manaus"
"13","Amazonas","1303536","Presidente Figueiredo"
"13","Amazonas","1303569","Rio Preto da Eva"
"13","Amazonas","1301902","Itacoatiara"
"13","Amazonas","1302009","Itapiranga"
"13","Amazonas","1303106","Nova Olinda do Norte"
"13","Amazonas","1304005","Silves"
"13","Amazonas","1304401","Urucurituba"
"13","Amazonas","1300508","Barreirinha"
"13","Amazonas","1300680","Boa Vista do Ramos"
"13","Amazonas","1302900","Maués"
"13","Amazonas","1303007","Nhamundá"
"13","Amazonas","1303403","Parintins"
"13","Amazonas","1303957","São Sebastião do Uatumã"
"13","Amazonas","1304302","Urucará"
"13","Amazonas","1300706","Boca do Acre"
"13","Amazonas","1303502","Pauini"
"13","Amazonas","1300904","Canutama"
"13","Amazonas","1302405","Lábrea"
"13","Amazonas","1304104","Tapauá"
"13","Amazonas","1300144","Apuí"
"13","Amazonas","1300805","Borba"
"13","Amazonas","1301704","Humaitá"
"13","Amazonas","1302702","Manicoré"
"13","Amazonas","1303304","Novo Aripuanã"
"14","Roraima","1400027","Amajari"
"14","Roraima","1400050","Alto Alegre"
"14","Roraima","1400100","Boa Vista"
"14","Roraima","1400456","Pacaraima"
"14","Roraima","1400159","Bonfim"
"14","Roraima","1400175","Cantá"
"14","Roraima","1400407","Normandia"
"14","Roraima","1400704","Uiramutã"
"14","Roraima","1400209","Caracaraí"
"14","Roraima","1400282","Iracema"
"14","Roraima","1400308","Mucajaí"
"14","Roraima","1400233","Caroebe"
"14","Roraima","1400472","Rorainópolis"
"14","Roraima","1400506","São João da Baliza"
"14","Roraima","1400605","São Luiz"
"15","Pará","1503002","Faro"
"15","Pará","1503903","Juruti"
"15","Pará","1505106","Óbidos"
"15","Pará","1505304","Oriximiná"
"15","Pará","1507979","Terra Santa"
"15","Pará","1500404","Alenquer"
"15","Pará","1501451","Belterra"
"15","Pará","1502855","Curuá"
"15","Pará","1504802","Monte Alegre"
"15","Pará","1505650","Placas"
"15","Pará","1506005","Prainha"
"15","Pará","1506807","Santarém"
"15","Pará","1500503","Almeirim"
"15","Pará","1505908","Porto de Moz"
"15","Pará","1501105","Bagre"
"15","Pará","1503101","Gurupá"
"15","Pará","1504505","Melgaço"
"15","Pará","1505809","Portel"
"15","Pará","1500305","Afuá"
"15","Pará","1500701","Anajás"
"15","Pará","1501808","Breves"
"15","Pará","1502806","Curralinho"
"15","Pará","1507706","São Sebastião da Boa Vista"
"15","Pará","1502004","Cachoeira do Arari"
"15","Pará","1502509","Chaves"
"15","Pará","1504901","Muaná"
"15","Pará","1505700","Ponta de Pedras"
"15","Pará","1506302","Salvaterra"
"15","Pará","1506401","Santa Cruz do Arari"
"15","Pará","1507904","Soure"
"15","Pará","1500800","Ananindeua"
"15","Pará","1501303","Barcarena"
"15","Pará","1501402","Belém"
"15","Pará","1501501","Benevides"
"15","Pará","1504422","Marituba"
"15","Pará","1506351","Santa Bárbara do Pará"
"15","Pará","1501907","Bujaru"
"15","Pará","1502400","Castanhal"
"15","Pará","1503408","Inhangapi"
"15","Pará","1506500","Santa Isabel do Pará"
"15","Pará","1507003","Santo Antônio do Tauá"
"15","Pará","1502608","Colares"
"15","Pará","1502905","Curuçá"
"15","Pará","1504109","Magalhães Barata"
"15","Pará","1504307","Maracanã"
"15","Pará","1504406","Marapanim"
"15","Pará","1506203","Salinópolis"
"15","Pará","1507102","São Caetano de Odivelas"
"15","Pará","1507466","São João da Ponta"
"15","Pará","1507474","São João de Pirabas"
"15","Pará","1507961","Terra Alta"
"15","Pará","1508209","Vigia"
"15","Pará","1500909","Augusto Corrêa"
"15","Pará","1501600","Bonito"
"15","Pará","1501709","Bragança"
"15","Pará","1502202","Capanema"
"15","Pará","1503200","Igarapé-Açu"
"15","Pará","1505007","Nova Timboteua"
"15","Pará","1505601","Peixe-Boi"
"15","Pará","1506104","Primavera"
"15","Pará","1506112","Quatipuru"
"15","Pará","1506609","Santa Maria do Pará"
"15","Pará","1506906","Santarém Novo"
"15","Pará","1507409","São Francisco do Pará"
"15","Pará","1508035","Tracuateua"
"15","Pará","1500107","Abaetetuba"
"15","Pará","1501204","Baião"
"15","Pará","1502103","Cametá"
"15","Pará","1503309","Igarapé-Miri"
"15","Pará","1504000","Limoeiro do Ajuru"
"15","Pará","1504604","Mocajuba"
"15","Pará","1505205","Oeiras do Pará"
"15","Pará","1500206","Acará"
"15","Pará","1502756","Concórdia do Pará"
"15","Pará","1504703","Moju"
"15","Pará","1507953","Tailândia"
"15","Pará","1508001","Tomé-Açu"
"15","Pará","1500958","Aurora do Pará"
"15","Pará","1501956","Cachoeira do Piriá"
"15","Pará","1502301","Capitão Poço"
"15","Pará","1503077","Garrafão do Norte"
"15","Pará","1503457","Ipixuna do Pará"
"15","Pará","1503507","Irituia"
"15","Pará","1504059","Mãe do Rio"
"15","Pará","1504950","Nova Esperança do Piriá"
"15","Pará","1505403","Ourém"
"15","Pará","1506559","Santa Luzia do Pará"
"15","Pará","1507201","São Domingos do Capim"
"15","Pará","1507607","São Miguel do Guamá"
"15","Pará","1508308","Viseu"
"15","Pará","1501006","Aveiro"
"15","Pará","1503606","Itaituba"
"15","Pará","1503754","Jacareacanga"
"15","Pará","1505031","Novo Progresso"
"15","Pará","1506195","Rurópolis"
"15","Pará","1508050","Trairão"
"15","Pará","1500602","Altamira"
"15","Pará","1500859","Anapu"
"15","Pará","1501725","Brasil Novo"
"15","Pará","1504455","Medicilândia"
"15","Pará","1505486","Pacajá"
"15","Pará","1507805","Senador José Porfírio"
"15","Pará","1508159","Uruará"
"15","Pará","1508357","Vitória do Xingu"
"15","Pará","1501782","Breu Branco"
"15","Pará","1503705","Itupiranga"
"15","Pará","1503804","Jacundá"
"15","Pará","1504976","Nova Ipixuna"
"15","Pará","1505064","Novo Repartimento"
"15","Pará","1508100","Tucuruí"
"15","Pará","1500131","Abel Figueiredo"
"15","Pará","1501576","Bom Jesus do Tocantins"
"15","Pará","1502939","Dom Eliseu"
"15","Pará","1503093","Goianésia do Pará"
"15","Pará","1505502","Paragominas"
"15","Pará","1506187","Rondon do Pará"
"15","Pará","1508126","Ulianópolis"
"15","Pará","1501253","Bannach"
"15","Pará","1502764","Cumaru do Norte"
"15","Pará","1505437","Ourilândia do Norte"
"15","Pará","1507300","São Félix do Xingu"
"15","Pará","1508084","Tucumã"
"15","Pará","1500347","Água Azul do Norte"
"15","Pará","1502152","Canaã dos Carajás"
"15","Pará","1502772","Curionópolis"
"15","Pará","1502954","Eldorado dos Carajás"
"15","Pará","1505536","Parauapebas"
"15","Pará","1501758","Brejo Grande do Araguaia"
"15","Pará","1504208","Marabá"
"15","Pará","1505494","Palestina do Pará"
"15","Pará","1507151","São Domingos do Araguaia"
"15","Pará","1507508","São João do Araguaia"
"15","Pará","1505551","Pau D'Arco"
"15","Pará","1505635","Piçarra"
"15","Pará","1506138","Redenção"
"15","Pará","1506161","Rio Maria"
"15","Pará","1507458","São Geraldo do Araguaia"
"15","Pará","1507755","Sapucaia"
"15","Pará","1508407","Xinguara"
"15","Pará","1502707","Conceição do Araguaia"
"15","Pará","1503044","Floresta do Araguaia"
"15","Pará","1506583","Santa Maria das Barreiras"
"15","Pará","1506708","Santana do Araguaia"
"16","Amapá","1600204","Calçoene"
"16","Amapá","1600501","Oiapoque"
"16","Amapá","1600105","Amapá"
"16","Amapá","1600550","Pracuúba"
"16","Amapá","1600709","Tartarugalzinho"
"16","Amapá","1600055","Serra do Navio"
"16","Amapá","1600154","Pedra Branca do Amapari"
"16","Amapá","1600212","Cutias"
"16","Amapá","1600238","Ferreira Gomes"
"16","Amapá","1600253","Itaubal"
"16","Amapá","1600303","Macapá"
"16","Amapá","1600535","Porto Grande"
"16","Amapá","1600600","Santana"
"16","Amapá","1600279","Laranjal do Jari"
"16","Amapá","1600402","Mazagão"
"16","Amapá","1600808","Vitória do Jari"
"17","Tocantins","1700301","Aguiarnópolis"
"17","Tocantins","1701002","Ananás"
"17","Tocantins","1701051","Angico"
"17","Tocantins","1702208","Araguatins"
"17","Tocantins","1702554","Augustinópolis"
"17","Tocantins","1702901","Axixá do Tocantins"
"17","Tocantins","1703800","Buriti do Tocantins"
"17","Tocantins","1703826","Cachoeirinha"
"17","Tocantins","1703891","Carrasco Bonito"
"17","Tocantins","1706506","Darcinópolis"
"17","Tocantins","1707405","Esperantina"
"17","Tocantins","1710706","Itaguatins"
"17","Tocantins","1712454","Luzinópolis"
"17","Tocantins","1712801","Maurilândia do Tocantins"
"17","Tocantins","1713809","Palmeiras do Tocantins"
"17","Tocantins","1714302","Nazaré"
"17","Tocantins","1718303","Praia Norte"
"17","Tocantins","1718550","Riachinho"
"17","Tocantins","1718808","Sampaio"
"17","Tocantins","1720002","Santa Terezinha do Tocantins"
"17","Tocantins","1720101","São Bento do Tocantins"
"17","Tocantins","1720200","São Miguel do Tocantins"
"17","Tocantins","1720309","São Sebastião do Tocantins"
"17","Tocantins","1720804","Sítio Novo do Tocantins"
"17","Tocantins","1721208","Tocantinópolis"
"17","Tocantins","1701309","Aragominas"
"17","Tocantins","1702109","Araguaína"
"17","Tocantins","1702158","Araguanã"
"17","Tocantins","1702307","Arapoema"
"17","Tocantins","1703008","Babaçulândia"
"17","Tocantins","1703057","Bandeirantes do Tocantins"
"17","Tocantins","1703883","Carmolândia"
"17","Tocantins","1705508","Colinas do Tocantins"
"17","Tocantins","1707702","Filadélfia"
"17","Tocantins","1713957","Muricilândia"
"17","Tocantins","1714880","Nova Olinda"
"17","Tocantins","1715705","Palmeirante"
"17","Tocantins","1716307","Pau D'Arco"
"17","Tocantins","1717206","Piraquê"
"17","Tocantins","1718865","Santa Fé do Araguaia"
"17","Tocantins","1722081","Wanderlândia"
"17","Tocantins","1722107","Xambioá"
"17","Tocantins","1700251","Abreulândia"
"17","Tocantins","1701903","Araguacema"
"17","Tocantins","1703107","Barrolândia"
"17","Tocantins","1703206","Bernardo Sayão"
"17","Tocantins","1703602","Brasilândia do Tocantins"
"17","Tocantins","1703909","Caseara"
"17","Tocantins","1706001","Couto de Magalhães"
"17","Tocantins","1707108","Divinópolis do Tocantins"
"17","Tocantins","1707207","Dois Irmãos do Tocantins"
"17","Tocantins","1708254","Fortaleza do Tabocão"
"17","Tocantins","1708304","Goianorte"
"17","Tocantins","1709302","Guaraí"
"17","Tocantins","1711100","Itaporã do Tocantins"
"17","Tocantins","1711803","Juarina"
"17","Tocantins","1712504","Marianópolis do Tocantins"
"17","Tocantins","1713205","Miracema do Tocantins"
"17","Tocantins","1713304","Miranorte"
"17","Tocantins","1713700","Monte Santo do Tocantins"
"17","Tocantins","1716653","Pequizeiro"
"17","Tocantins","1716703","Colméia"
"17","Tocantins","1718402","Presidente Kennedy"
"17","Tocantins","1718709","Rio dos Bois"
"17","Tocantins","1721257","Tupirama"
"17","Tocantins","1721307","Tupiratins"
"17","Tocantins","1702000","Araguaçu"
"17","Tocantins","1704600","Chapada de Areia"
"17","Tocantins","1706100","Cristalândia"
"17","Tocantins","1707306","Dueré"
"17","Tocantins","1707553","Fátima"
"17","Tocantins","1708205","Formoso do Araguaia"
"17","Tocantins","1711902","Lagoa da Confusão"
"17","Tocantins","1715002","Nova Rosalândia"
"17","Tocantins","1715507","Oliveira de Fátima"
"17","Tocantins","1716109","Paraíso do Tocantins"
"17","Tocantins","1717503","Pium"
"17","Tocantins","1718451","Pugmil"
"17","Tocantins","1718840","Sandolândia"
"17","Tocantins","1700350","Aliança do Tocantins"
"17","Tocantins","1700707","Alvorada"
"17","Tocantins","1703701","Brejinho de Nazaré"
"17","Tocantins","1703867","Cariri do Tocantins"
"17","Tocantins","1706258","Crixás do Tocantins"
"17","Tocantins","1707652","Figueirópolis"
"17","Tocantins","1709500","Gurupi"
"17","Tocantins","1711506","Jaú do Tocantins"
"17","Tocantins","1715754","Palmeirópolis"
"17","Tocantins","1716604","Peixe"
"17","Tocantins","1718899","Santa Rita do Tocantins"
"17","Tocantins","1720259","São Salvador do Tocantins"
"17","Tocantins","1720853","Sucupira"
"17","Tocantins","1720978","Talismã"
"17","Tocantins","1701101","Aparecida do Rio Negro"
"17","Tocantins","1703305","Bom Jesus do Tocantins"
"17","Tocantins","1709807","Ipueiras"
"17","Tocantins","1712009","Lajeado"
"17","Tocantins","1713601","Monte do Carmo"
"17","Tocantins","1716505","Pedro Afonso"
"17","Tocantins","1718204","Porto Nacional"
"17","Tocantins","1718881","Santa Maria do Tocantins"
"17","Tocantins","1720655","Silvanópolis"
"17","Tocantins","1721000","Palmas"
"17","Tocantins","1721109","Tocantínia"
"17","Tocantins","1703073","Barra do Ouro"
"17","Tocantins","1703842","Campos Lindos"
"17","Tocantins","1704105","Centenário"
"17","Tocantins","1709005","Goiatins"
"17","Tocantins","1710508","Itacajá"
"17","Tocantins","1710904","Itapiratins"
"17","Tocantins","1711951","Lagoa do Tocantins"
"17","Tocantins","1712405","Lizarda"
"17","Tocantins","1712702","Mateiros"
"17","Tocantins","1715101","Novo Acordo"
"17","Tocantins","1717909","Ponte Alta do Tocantins"
"17","Tocantins","1718501","Recursolândia"
"17","Tocantins","1718758","Rio Sono"
"17","Tocantins","1719004","Santa Tereza do Tocantins"
"17","Tocantins","1720150","São Félix do Tocantins"
"17","Tocantins","1700400","Almas"
"17","Tocantins","1702406","Arraias"
"17","Tocantins","1702703","Aurora do Tocantins"
"17","Tocantins","1705102","Chapada da Natividade"
"17","Tocantins","1705557","Combinado"
"17","Tocantins","1705607","Conceição do Tocantins"
"17","Tocantins","1707009","Dianópolis"
"17","Tocantins","1712157","Lavandeira"
"17","Tocantins","1714203","Natividade"
"17","Tocantins","1715150","Novo Alegre"
"17","Tocantins","1715259","Novo Jardim"
"17","Tocantins","1716208","Paranã"
"17","Tocantins","1717008","Pindorama do Tocantins"
"17","Tocantins","1717800","Ponte Alta do Bom Jesus"
"17","Tocantins","1718006","Porto Alegre do Tocantins"
"17","Tocantins","1718659","Rio da Conceição"
"17","Tocantins","1718907","Santa Rosa do Tocantins"
"17","Tocantins","1720499","São Valério da Natividade"
"17","Tocantins","1720903","Taguatinga"
"17","Tocantins","1720937","Taipas do Tocantins"
"21","Maranhão","2100204","Alcântara"
"21","Maranhão","2100832","Apicum-Açu"
"21","Maranhão","2101301","Bacuri"
"21","Maranhão","2101350","Bacurituba"
"21","Maranhão","2101905","Bequimão"
"21","Maranhão","2102408","Cajapió"
"21","Maranhão","2103109","Cedral"
"21","Maranhão","2103125","Central do Maranhão"
"21","Maranhão","2103703","Cururupu"
"21","Maranhão","2104909","Guimarães"
"21","Maranhão","2106805","Mirinzal"
"21","Maranhão","2109056","Porto Rico do Maranhão"
"21","Maranhão","2111789","Serrano do Maranhão"
"21","Maranhão","2107506","Paço do Lumiar"
"21","Maranhão","2109452","Raposa"
"21","Maranhão","2111201","São José de Ribamar"
"21","Maranhão","2111300","São Luís"
"21","Maranhão","2101103","Axixá"
"21","Maranhão","2101251","Bacabeira"
"21","Maranhão","2102374","Cachoeira Grande"
"21","Maranhão","2105104","Icatu"
"21","Maranhão","2107100","Morros"
"21","Maranhão","2109205","Presidente Juscelino"
"21","Maranhão","2109601","Rosário"
"21","Maranhão","2110203","Santa Rita"
"21","Maranhão","2101707","Barreirinhas"
"21","Maranhão","2105005","Humberto de Campos"
"21","Maranhão","2108058","Paulino Neves"
"21","Maranhão","2109403","Primeira Cruz"
"21","Maranhão","2110278","Santo Amaro do Maranhão"
"21","Maranhão","2112506","Tutóia"
"21","Maranhão","2100709","Anajatuba"
"21","Maranhão","2101004","Arari"
"21","Maranhão","2101772","Bela Vista do Maranhão"
"21","Maranhão","2102507","Cajari"
"21","Maranhão","2103554","Conceição do Lago-Açu"
"21","Maranhão","2105153","Igarapé do Meio"
"21","Maranhão","2106508","Matinha"
"21","Maranhão","2106904","Monção"
"21","Maranhão","2107456","Olinda Nova do Maranhão"
"21","Maranhão","2107605","Palmeirândia"
"21","Maranhão","2108256","Pedro do Rosário"
"21","Maranhão","2108306","Penalva"
"21","Maranhão","2108405","Peri Mirim"
"21","Maranhão","2108603","Pinheiro"
"21","Maranhão","2109270","Presidente Sarney"
"21","Maranhão","2109809","Santa Helena"
"21","Maranhão","2110500","São Bento"
"21","Maranhão","2111003","São João Batista"
"21","Maranhão","2111706","São Vicente Ferrer"
"21","Maranhão","2112803","Viana"
"21","Maranhão","2112902","Vitória do Mearim"
"21","Maranhão","2102705","Cantanhede"
"21","Maranhão","2105401","Itapecuru Mirim"
"21","Maranhão","2106631","Matões do Norte"
"21","Maranhão","2106755","Miranda do Norte"
"21","Maranhão","2107209","Nina Rodrigues"
"21","Maranhão","2108801","Pirapemas"
"21","Maranhão","2109304","Presidente Vargas"
"21","Maranhão","2112704","Vargem Grande"
"21","Maranhão","2100550","Amapá do Maranhão"
"21","Maranhão","2101970","Boa Vista do Gurupi"
"21","Maranhão","2102606","Cândido Mendes"
"21","Maranhão","2102903","Carutapera"
"21","Maranhão","2103158","Centro do Guilherme"
"21","Maranhão","2103174","Centro Novo do Maranhão"
"21","Maranhão","2104305","Godofredo Viana"
"21","Maranhão","2104677","Governador Nunes Freire"
"21","Maranhão","2105658","Junco do Maranhão"
"21","Maranhão","2106201","Luís Domingues"
"21","Maranhão","2106326","Maracaçumé"
"21","Maranhão","2106375","Maranhãozinho"
"21","Maranhão","2112407","Turiaçu"
"21","Maranhão","2112456","Turilândia"
"21","Maranhão","2100402","Altamira do Maranhão"
"21","Maranhão","2100477","Alto Alegre do Pindaré"
"21","Maranhão","2100873","Araguanã"
"21","Maranhão","2102002","Bom Jardim"
"21","Maranhão","2102036","Bom Jesus das Selvas"
"21","Maranhão","2102150","Brejo de Areia"
"21","Maranhão","2102325","Buriticupu"
"21","Maranhão","2104651","Governador Newton Bello"
"21","Maranhão","2105708","Lago da Pedra"
"21","Maranhão","2105963","Lagoa Grande do Maranhão"
"21","Maranhão","2106359","Marajá do Sena"
"21","Maranhão","2107357","Nova Olinda do Maranhão"
"21","Maranhão","2108108","Paulo Ramos"
"21","Maranhão","2108504","Pindaré-Mirim"
"21","Maranhão","2109239","Presidente Médici"
"21","Maranhão","2109908","Santa Inês"
"21","Maranhão","2110005","Santa Luzia"
"21","Maranhão","2110039","Santa Luzia do Paruá"
"21","Maranhão","2111029","São João do Carú"
"21","Maranhão","2112274","Tufilândia"
"21","Maranhão","2113009","Vitorino Freire"
"21","Maranhão","2114007","Zé Doca"
"21","Maranhão","2100055","Açailândia"
"21","Maranhão","2100600","Amarante do Maranhão"
"21","Maranhão","2102358","Buritirana"
"21","Maranhão","2103257","Cidelândia"
"21","Maranhão","2103752","Davinópolis"
"21","Maranhão","2104552","Governador Edison Lobão"
"21","Maranhão","2105302","Imperatriz"
"21","Maranhão","2105427","Itinga do Maranhão"
"21","Maranhão","2105500","João Lisboa"
"21","Maranhão","2105989","Lajeado Novo"
"21","Maranhão","2107001","Montes Altos"
"21","Maranhão","2109551","Ribamar Fiquene"
"21","Maranhão","2110856","São Francisco do Brejão"
"21","Maranhão","2111532","São Pedro da Água Branca"
"21","Maranhão","2111763","Senador La Rocque"
"21","Maranhão","2112852","Vila Nova dos Martírios"
"21","Maranhão","2101202","Bacabal"
"21","Maranhão","2101939","Bernardo do Mearim"
"21","Maranhão","2102077","Bom Lugar"
"21","Maranhão","2104008","Esperantinópolis"
"21","Maranhão","2105203","Igarapé Grande"
"21","Maranhão","2105807","Lago do Junco"
"21","Maranhão","2105906","Lago Verde"
"21","Maranhão","2105948","Lago dos Rodrigues"
"21","Maranhão","2106003","Lima Campos"
"21","Maranhão","2107407","Olho d'Água das Cunhãs"
"21","Maranhão","2108207","Pedreiras"
"21","Maranhão","2108702","Pio XII"
"21","Maranhão","2108900","Poção de Pedras"
"21","Maranhão","2110302","Santo Antônio dos Lopes"
"21","Maranhão","2111409","São Luís Gonzaga do Maranhão"
"21","Maranhão","2111508","São Mateus do Maranhão"
"21","Maranhão","2111631","São Raimundo do Doca Bezerra"
"21","Maranhão","2111672","São Roberto"
"21","Maranhão","2111722","Satubinha"
"21","Maranhão","2112233","Trizidela do Vale"
"21","Maranhão","2100956","Arame"
"21","Maranhão","2101608","Barra do Corda"
"21","Maranhão","2104081","Fernando Falcão"
"21","Maranhão","2104099","Formosa da Serra Negra"
"21","Maranhão","2104800","Grajaú"
"21","Maranhão","2105351","Itaipava do Grajaú"
"21","Maranhão","2105476","Jenipapo dos Vieiras"
"21","Maranhão","2105609","Joselândia"
"21","Maranhão","2109759","Santa Filomena do Maranhão"
"21","Maranhão","2111805","Sítio Novo"
"21","Maranhão","2112308","Tuntum"
"21","Maranhão","2103802","Dom Pedro"
"21","Maranhão","2104206","Fortuna"
"21","Maranhão","2104404","Gonçalves Dias"
"21","Maranhão","2104503","Governador Archer"
"21","Maranhão","2104602","Governador Eugênio Barros"
"21","Maranhão","2104628","Governador Luiz Rocha"
"21","Maranhão","2104701","Graça Aranha"
"21","Maranhão","2109106","Presidente Dutra"
"21","Maranhão","2110708","São Domingos do Maranhão"
"21","Maranhão","2111250","São José dos Basílios"
"21","Maranhão","2111748","Senador Alexandre Costa"
"21","Maranhão","2100154","Água Doce do Maranhão"
"21","Maranhão","2100907","Araioses"
"21","Maranhão","2106300","Magalhães de Almeida"
"21","Maranhão","2110104","Santa Quitéria do Maranhão"
"21","Maranhão","2110237","Santana do Maranhão"
"21","Maranhão","2110609","São Bernardo"
"21","Maranhão","2100808","Anapurus"
"21","Maranhão","2101731","Belágua"
"21","Maranhão","2102101","Brejo"
"21","Maranhão","2102200","Buriti"
"21","Maranhão","2103208","Chapadinha"
"21","Maranhão","2106409","Mata Roma"
"21","Maranhão","2106672","Milagres do Maranhão"
"21","Maranhão","2110401","São Benedito do Rio Preto"
"21","Maranhão","2112605","Urbano Santos"
"21","Maranhão","2100436","Alto Alegre do Maranhão"
"21","Maranhão","2102754","Capinzal do Norte"
"21","Maranhão","2103307","Codó"
"21","Maranhão","2103604","Coroatá"
"21","Maranhão","2108454","Peritoró"
"21","Maranhão","2112100","Timbiras"
"21","Maranhão","2100105","Afonso Cunha"
"21","Maranhão","2100303","Aldeias Altas"
"21","Maranhão","2103406","Coelho Neto"
"21","Maranhão","2103901","Duque Bacelar"
"21","Maranhão","2102309","Buriti Bravo"
"21","Maranhão","2103000","Caxias"
"21","Maranhão","2106607","Matões"
"21","Maranhão","2107803","Parnarama"
"21","Maranhão","2111078","São João do Soter"
"21","Maranhão","2112209","Timon"
"21","Maranhão","2101509","Barão de Grajaú"
"21","Maranhão","2103505","Colinas"
"21","Maranhão","2105450","Jatobá"
"21","Maranhão","2105922","Lagoa do Mato"
"21","Maranhão","2106706","Mirador"
"21","Maranhão","2107308","Nova Iorque"
"21","Maranhão","2107704","Paraibano"
"21","Maranhão","2107902","Passagem Franca"
"21","Maranhão","2108009","Pastos Bons"
"21","Maranhão","2110906","São Francisco do Maranhão"
"21","Maranhão","2111102","São João dos Patos"
